title,link,descrip,date
Two workers burnt in chemical explosion,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Ftwo-workers-burnt-in-chemical-explosion&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24513&auth=vjhV8BtDJex2mEI96Q%2Br7g&profile=_default&rank=184&query=%21padrenull,"In May 2018, two workers were seriously injured in a fire, possibly caused by an explosion, while combining chemicals in a four bay metal garage. Both required hospital treatment for serious burns. Investigations are continuing.",12 June 2018
Worker killed by pressurised gas hose,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworker-killed-by-pressurised-gas-hose&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24496&auth=P8%2F8ugZStNIRtcH3xkEeig&profile=_default&rank=185&query=%21padrenull,"In May 2018, a worker received severe head injuries while removing a hose from a 100 tonne pressure vessel. Initial inquiries indicate the worker was bleeding the vessel when he was struck on the head by the hose, rendering him unconscious. He died of his injuries in hospital. Investigations are continuing.",7 June 2018
Worker run over by forklift,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2017%2Fworker-run-over-by-forklift&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D22079&auth=bOgde%2BH19cz6Slv9zip6Sw&profile=_default&rank=186&query=%21padrenull,"In May 2018, a worker was struck and run over by a forklift in the loading bay of an industrial workplace on the Gold Coast. Initial inquiries indicate he was standing in the loading bay when the forklift reversed away after returning product to an outside rack. The forklift hit him, seriously injuring his leg and shoulder. Inquiries are continuing.",31 May 2018
Worker crushed by hoist,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworker-crushed-by-hoist&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D21435&auth=4HXQtZ0JtIPGUU50UQ6DCw&profile=_default&rank=187&query=%21padrenull,"In May 2018, a worker was pinned and crushed by a personnel and materials hoist on a multi-storey building project on the Gold Coast.",25 May 2018
High pressure water spray on asbestos roof,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fhigh-pressure-water-spray-on-asbestos-roof&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25073&auth=SqQ2J6KbqGtNhLxh%2BBzWTA&profile=_default&rank=188&query=%21padrenull,"In April 2018, a contractor used a high pressure water spray on a roof believed to be asbestos containing material (ACM) which he had been engaged to clean and repaint. ACM debris was distributed throughout part of the property and the neighbouring property.",26 April 2018
Fall from edge protection system,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Ffall-from-edge-protection-system&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D23391&auth=FivIK2u7mlLAzdvksAYodg&profile=_default&rank=189&query=%21padrenull,"In March 2018, a 19 year old worker sustained fracture injuries to both kneecaps, partially severed fingers on one hand and a severe laceration to his calf when he fell approximately three metres from a roof.",19 April 2018
Q fever risks associated with birthing cats and dogs,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2018%2Fq-fever-risks-associated-with-birthing-cats-and-dogs&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25559&auth=fARNJrJi0vMj%2Bu4vv%2FtlZA&profile=_default&rank=190&query=%21padrenull,The purpose of this safety alert is to highlight the risk of acquiring Q fever from work with parturient (birthing) cats and dogs.,18 April 2018
Worker fell through formwork void,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworker-fell-through-formwork-void&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D23452&auth=gEYK7LXPjoDRUVRA5XvRUQ&profile=_default&rank=191&query=%21padrenull,"In March 2018, a worker sustained serious spinal injuries as a result of falling approximately three metres through a void in formwork at a multi-storey construction site. Initial inquiries indicate the void was covered with fibrous cement sheeting which broke when the worker stood on it.",18 April 2018
Worker killed by explosion while welding,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworker-killed-by-explosion-while-welding&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24984&auth=oyZPwYmLRSgqb%2BDm0QaCwg&profile=_default&rank=192&query=%21padrenull,"The incident happened whilst a worker was making a tractor counterweight by welding empty fuel drums to a steel frame. When the worker placed the welder to the top of a drum, there was an explosion, engulfing him. The fuel or ignition source hasn’t been confirmed. The man sustained full thickness burns to more than 95 per cent of his body. He was transported to Cairns Hospital where he passed away from his injuries. Investigations into the incident are continuing.",12 April 2018
Inflatable water balls - electrical equipment near water,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2018%2Finflatable-water-balls-electrical-equipment-near-water&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25567&auth=e%2Fm6Y5pkjJ5JGUBeqr7whw&profile=_default&rank=193&query=%21padrenull,"The purpose of this safety alert is to warn owners and operators of inflatable water balls about the risks of using or placing electrical equipment near a pool or body of water where these water balls are used. The large spheres are also known as ‘water walkers’, ‘hamster balls’ and ‘zorb water walking balls’.",4 April 2018
Uncontrolled starting of amusement devices,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2018%2Funcontrolled-starting-of-amusement-devices&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D23395&auth=e8%2F2eBXGnJhkmsvBym54Ow&profile=_default&rank=194&query=%21padrenull,The purpose of this safety alert is to provide information on an incident with a Wave swinger amusement ride with a design feature common to many older amusement devices.,23 March 2018
Excavated wall collapse,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fexcavated-wall-collapse&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D21418&auth=d9pVxoUODkFwLQTtcGrvvA&profile=_default&rank=195&query=%21padrenull,"In February 2018, a worker’s foot and ankle were injured when part of a three metre high near vertical excavation face collapsed. The injured worker was part of a group building a boulder retaining wall. Four workers were gathered at the toe of the excavation when they heard a cracking noise and the excavation face collapsed. Three of them managed to jump out of the way but the fourth was buried up to his knees. Investigations are continuing.",22 March 2018
Worker impaled by starter bar at construction site,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworker-impaled-by-starter-bar-at-construction-site&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26599&auth=XJEWkOYjemVVja3yZTuiqw&profile=_default&rank=196&query=%21padrenull,"In February 2018, a worker was impaled by a starter bar after falling into a 1.8m deep excavation at a construction site. Early investigations indicate he was walking on a path close to the excavation when the ground slipped. This caused him to fall onto an uncapped starter bar which was protruding from a footing for a retaining wall at the bottom of the excavation. His injuries were not life threatening or permanent and investigations are continuing.",21 March 2018
Primary school student hit by golf buggy,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fprimary-school-student-hit-by-golf-buggy&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24884&auth=FlN2wIevoDPgONJZe5hbjw&profile=_default&rank=197&query=%21padrenull,"In February 2018, a six year old primary school student was seriously injured by a golf buggy being driven on the school grounds. Early investigations indicate the student came out of the toilet block and ran into the path of the golf buggy. The student sustained leg and skull fractures and bleeding on the brain. Investigations are continuing.",13 March 2018
Worker killed in skylight fall,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworker-killed-in-skylight-fall&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D22706&auth=cLmorUU2co3dvzaqNAhkcw&profile=_default&rank=198&query=%21padrenull,"In February 2018, a worker was killed after falling five metres onto a concrete floor. Early investigations indicate the worker was attending to a radio tower on the roof of a storage shed when a skylight has collapsed and he fell through to the floor below. Investigations are continuing.",13 March 2018
Workers injured by glass sheets,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworkers-injured-by-glass-sheets&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D23490&auth=vUVfYlGzfxRRFUVhIcsFaA&profile=_default&rank=199&query=%21padrenull,"In February 2018, three workers received severe lacerations when one of several large glass sheets in a racking system fell to the ground and shattered. It appears that one of two workers trying to restrain the glass sheets by hand was unable to support the weight of one of them. Another worker came to his assistance but was unable to prevent the sheet from falling. Investigations are continuing.",7 March 2018
Generator fuel explosion in back of truck,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fgenerator-fuel-explosion-in-back-of-truck&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25113&auth=8o39TDTeHnD4BHXSmciAVA&profile=_default&rank=200&query=%21padrenull,"In February 2018, two workers received severe burns to their legs, upper body and face when fuel ignited in the back of a truck.",22 February 2018
Vehicle stabilisers and outriggers,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fvehicle-stabilisers-and-outriggers&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D23993&auth=wlFwCLla54Z%2Bl%2BfNoxLcgA&profile=_default&rank=201&query=%21padrenull,"In February 2018, a truck fitted with a vehicle loading crane was driven along a road with its stabiliser extended. The stabiliser struck a parked vehicle and a worker standing behind this vehicle was crushed and killed. It is not yet known why the stabiliser was unsecured and investigations are continuing.",22 February 2018
Young worker injured by nail gun,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fyoung-worker-injured-by-nail-gun&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D23387&auth=3dY0rPHoZfuNKevBEBr16A&profile=_default&rank=202&query=%21padrenull,"An apprentice was injured by a nail, fired from a nail gun by another worker, which went through the piece of timber he was holding and into his chest. The worker underwent minor surgery to remove a small piece of bone. Investigations are continuing.",20 February 2018
Mobile crane rollover onto four lane road,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fmobile-crane-rollover-onto-four-lane-road&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25028&auth=7TJm7xL1XOyISzcmZR7CqQ&profile=_default&rank=203&query=%21padrenull,"In January 2018, a 25 tonne articulated crane (a ‘pick and carry’ type mobile crane) overbalanced and fell across four lanes of a major arterial road while it was lifting a sign. Three lanes of traffic were closed at the time and there was no traffic in the open lane. The crane was removing a signage structure 15m in height, 3.9m wide and weighing approximately 4.5 tonnes. While manoeuvring, it appears the load caught on a structure then swung toward the road. Nobody was injured and investigations are continuing.",16 February 2018
Worker burned while lighting furnace,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworker-burned-while-lighting-furnace&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24042&auth=bYHaMeRx%2BLDy5692tL7ZSg&profile=_default&rank=204&query=%21padrenull,"In January 2018, a worker received second degree burns while trying to pour fuel into the vent pipe of a furnace used for drying woodchips. The worker was attempting to light the furnace and spilled the fuel which then ignited resulting in burns to his hands, arms and legs. Investigations are continuing.",16 February 2018
Worker burned in pump room explosion,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworker-burned-in-pump-room-explosion&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24029&auth=JEzf9ps22r5v0PPNKo2R7w&profile=_default&rank=205&query=%21padrenull,"On 11 January 2018 a worker was seriously injured in an explosion at a waste treatment plant at the Townsville golf club. Early investigations indicate this may have involved an explosive gas or substance in the pump room, but the ignition source has not been confirmed. The worker received extensive burns requiring hospital treatment. Investigations are continuing.",7 February 2018
